route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
14-VIC,4744,11375460:12861061:12889504,UVic via Richmond,50763,12889504,0
14-VIC,4737,11375460:12861061:12891045,UVic via Richmond,50763,12891045,0
15-VIC,4737,11281515:12861062:12891160,UVic - Fort/Foul Bay Express,50450,12891160,0
15-VIC,4744,11281515:12861062:12891349,UVic - Fort/Foul Bay Express,50450,12891349,0
15-VIC,5066,11281515:12861062:12891412,UVic - Fort/Foul Bay Express,50450,12891412,0
87-VIC,4744,11303049:12861063:12891754,Tsawout via Airport and Dean Park,50839,12891754,1
24-VIC,4745,11518672:12861064:12890789,Cedar Hill via Cook North,50721,12890789,0
52-VIC,5078,11610378:12861065:12889653,Colwood Exch via Royal Bay,50747,12889653,0
61-VIC,4745,11555338:12861066:12889750,Sooke - Grant & W Coast,50579,12889750,1
39-VIC,4737,11369432:12861068:12889008,Interurban via Royal Oak,50684,12889008,1
39-VIC,4744,11369432:12861068:12889309,Interurban via Royal Oak,50684,12889309,1
39-VIC,5066,11369432:12861068:12890639,Interurban via Royal Oak,50684,12890639,1
15-VIC,4737,11281536:12861069:12888940,UVic - Fort/Foul Bay Express,50450,12888940,0
15-VIC,4744,11281536:12861069:12889044,UVic - Fort/Foul Bay Express,50450,12889044,0
15-VIC,5066,11281536:12861069:12891506,UVic - Fort/Foul Bay Express,50450,12891506,0
61-VIC,5078,11609105:12861070:12889333,Sooke - Grant & W Coast,50518,12889333,1
24-VIC,5036,11508598:12861071:12889958,Cedar Hill via Cook North,50721,12889958,0
24-VIC,5040,11508598:12861071:12890499,Cedar Hill via Cook North,50721,12890499,0
55-VIC,4744,11243286:12861073:12889895,Langford Exch via Happy Valley,50525,12889895,0
39-VIC,5079,11667053:12861074:12889650,UVic via Royal Oak,50515,12889650,0
27-VIC,5036,11509514:12861075:12888527,Gordon Head via Shelbourne,50719,12888527,0
27-VIC,5040,11509514:12861075:12890294,Gordon Head via Shelbourne,50719,12890294,0
85-VIC,4744,11302989:12861076:12890690,North Saanich,50612,12890690,0
6A-VIC,5070,11343148:12861077:12891212,Royal Oak Exch via Emily Carr,50789,12891212,0
7-VIC,5036,11560785:12861078:12889197,Downtown - to 21 Interurban,50495,12889197,0
7-VIC,5040,11560785:12861078:12890647,Downtown - to 21 Interurban,50495,12890647,0
61-VIC,5072,11374472:12861079:12889254,Langford Exch,50745,12889254,0
15-VIC,4487,11550428:12861080:12891392,UVic - Fort/Foul Bay Express,50450,12891392,0
53-VIC,5040,11507494:12861082:12888467,Vic General via Atkins,45340,12888467,0
53-VIC,5036,11507494:12861082:12888523,Vic General via Atkins,45340,12888523,0
14-VIC,5070,11378893:12861083:12890278,UVic via Richmond,50763,12890278,0
15-VIC,5040,11510426:12861084:12889795,Esquimalt - Fort/Yates Express,50481,12889795,1
15-VIC,5036,11510426:12861084:12890067,Esquimalt - Fort/Yates Express,50481,12890067,1
60-VIC,5072,11553430:12861085:12889055,Royal Bay Exch via Lagoon,50513,12889055,1
32-VIC,5036,11507732:12861086:12889479,Royal Oak Exch,50911,12889479,1
32-VIC,5040,11507732:12861086:12891047,Royal Oak Exch,50911,12891047,1
60-VIC,4487,11550915:12861087:12889839,Langford Exch via Lagoon,50802,12889839,0
61-VIC,5079,11665284:12861088:12891105,Sooke - Grant & W Coast,50674,12891105,1
95-VIC,5079,11665407:12861090:12888784,Blink - to Downtown,50864,12888784,0
31-VIC,4487,11549624:12861091:12889460,Royal Oak Exch via Glanford,50623,12889460,0
27-VIC,4487,11549807:12861094:12890174,Gordon Head via Shelbourne,50719,12890174,0
55-VIC,5072,11553349:12861096:12890472,Langford Exch via Happy Valley,50525,12890472,0
12-VIC,4745,11519436:12861097:12888603,University Hgts via Kenmore,50675,12888603,1
70X-VIC,4745,11555915:12861099:12890055,Express to Victoria,50411,12890055,1
52-VIC,5070,11551925:12861100:12890369,Colwood Exch via Royal Bay,50902,12890369,0
21-VIC,4745,11519552:12861101:12890012,Downtown - to 7 UVic,50474,12890012,1
6A-VIC,5079,11665578:12861102:12889427,Downtown via Emily Carr,50842,12889427,1
4-VIC,5040,11510321:12861104:12890072,UVic via Hillside,50582,12890072,0
4-VIC,5036,11510321:12861104:12891278,UVic via Hillside,50582,12891278,0
21-VIC,4487,11551051:12861105:12888778,Downtown - to 7 UVic,50474,12888778,1
32-VIC,4487,11551142:12861106:12889735,Royal Oak Exch,50911,12889735,1
38-VIC,5040,11509302:12861108:12890389,Westhills Exch via Royal Roads,50764,12890389,1
38-VIC,5036,11509302:12861108:12890855,Westhills Exch via Royal Roads,50764,12890855,1
60-VIC,5040,11507479:12861109:12889615,Royal Bay Exch via Lagoon,50513,12889615,1
60-VIC,5036,11507479:12861109:12890873,Royal Bay Exch via Lagoon,50513,12890873,1
59-VIC,5066,11544314:12861110:12890888,Royal Bay Exch via Triangle Mtn,50663,12890888,1
10-VIC,4487,11550704:12861111:12891307,Royal Jubilee - Detour routing,48193,12891307,0
85-VIC,5066,11544541:12861113:12889866,North Saanich,50612,12889866,0
3-VIC,4744,11223084:12861115:12890557,James Bay via Quimper Loop,50780,12890557,0
30-VIC,4737,11302670:12861116:12888591,Royal Oak Exch via Carey,50492,12888591,0
30-VIC,5066,11302670:12861116:12889992,Royal Oak Exch via Carey,50492,12889992,0
30-VIC,4744,11302670:12861116:12890225,Royal Oak Exch via Carey,50492,12890225,0
59-VIC,5072,11553400:12861118:12891163,Langford Exch via Triangle Mtn,50568,12891163,0
14-VIC,5072,11379184:12861119:12889249,Vic General via Craigflower,50661,12889249,1
27-VIC,4487,11549821:12861120:12889459,Gordon Head via Shelbourne,50719,12889459,0
15-VIC,5041,11523166:12861121:12890049,Esquimalt - Fort/Yates Express,50481,12890049,1
15-VIC,5070,11378826:12861122:12890666,Esquimalt - Fort/Yates Express,50575,12890666,1
6-VIC,5072,11276043:12861123:12888835,Royal Oak Exch via Royal Oak Ctr,50590,12888835,0
46-VIC,4744,11243465:12861124:12891367,Westhills Exch,50606,12891367,1
4-VIC,4745,11518220:12861126:12891338,Downtown via Hillside,50814,12891338,1
12-VIC,4745,11519382:12861127:12888853,UVic via Kenmore,50472,12888853,0
10-VIC,5041,11564292:12861128:12889629,Royal Jubilee - Detour routing,48244,12889629,0
14-VIC,5041,11523260:12861129:12889124,UVic via Richmond,50763,12889124,0
72-VIC,5072,11302477:12861130:12889740,Swartz Bay Ferry via Saanichton,50733,12889740,0
40-VIC,5040,11510982:12861131:12889287,Dockyard via McKenzie/Admirals,50656,12889287,1
40-VIC,5036,11510982:12861131:12890887,Dockyard via McKenzie/Admirals,50656,12890887,1
8-VIC,5070,11340734:12861132:12891183,Tillicum Ctr via Finlayson,50683,12891183,1
14-VIC,4745,11518884:12861135:12889137,Vic General via Craigflower,50661,12889137,1
95-VIC,5072,11374500:12861136:12889349,Blink - to Downtown,50864,12889349,0
21-VIC,5070,11552293:12861137:12888616,Downtown - to 7 UVic,50474,12888616,1
21N-VIC,5072,11553738:12861138:12890994,Night Rte to Camosun via Strawberry Vale,50541,12890994,0
28-VIC,4487,11549749:12861139:12889887,Majestic via Shelbourne,50792,12889887,0
53-VIC,5079,11666754:12861140:12889323,Vic General via Atkins,45340,12889323,0
14-VIC,5078,11610155:12861142:12888578,Vic General via Craigflower,50661,12888578,1
28-VIC,4737,11375448:12861143:12888735,Majestic via Shelbourne,50497,12888735,0
28-VIC,4744,11375448:12861143:12890592,Majestic via Shelbourne,50497,12890592,0
28-VIC,5066,11375448:12861143:12890765,Majestic via Shelbourne,50497,12890765,0
88-VIC,5041,11523913:12861144:12890110,Sidney - via Industrial,50553,12890110,0
21-VIC,5072,11553575:12861145:12888549,Interurban to Camosun only,50702,12888549,0
27-VIC,5036,11509594:12861146:12890115,Downtown via Shelbourne,50439,12890115,1
27-VIC,5040,11509594:12861146:12891272,Downtown via Shelbourne,50439,12891272,1
28-VIC,4745,11518489:12861147:12888474,Majestic via Shelbourne,50521,12888474,0
6-VIC,5041,11522741:12861148:12889172,Downtown via Royal Oak Ctr,50897,12889172,1
7-VIC,5041,11524024:12861151:12891668,Downtown - to 21 Interurban,50495,12891668,0
49-VIC,4744,11243328:12861152:12889518,Skirt Mountain via Florence Lake,50647,12889518,0
7N-VIC,4487,11551203:12861153:12890447,UVic via Cook St Village,50655,12890447,1
24-VIC,5036,11508670:12861154:12890583,Tillicum Ctr via Colville,50840,12890583,1
24-VIC,5040,11508670:12861154:12891103,Tillicum Ctr via Colville,50840,12891103,1
59-VIC,5041,11523846:12861155:12891750,Royal Bay Exch via Triangle Mtn,50663,12891750,1
2-VIC,5072,11275849:12861157:12889465,James Bay - Fisherman's Wharf,50706,12889465,1
14-VIC,5079,11666435:12861158:12888495,UVic via Richmond,50763,12888495,0
55-VIC,5040,11507440:12861159:12889429,Langford Exch via Happy Valley,50525,12889429,0
55-VIC,5036,11507440:12861159:12890358,Langford Exch via Happy Valley,50525,12890358,0
26-VIC,5070,11381213:12861160:12890134,UVic via Tillicum/McKenzie,50455,12890134,0
24-VIC,5036,11508646:12861161:12890583,Tillicum Ctr via Colville,50840,12890583,1
24-VIC,5040,11508646:12861161:12891103,Tillicum Ctr via Colville,50840,12891103,1
14-VIC,5078,11610223:12861162:12890920,Vic General via Craigflower,50661,12890920,1
30-VIC,5072,11304281:12861163:12888465,Royal Oak Exch via Carey,50492,12888465,0
30-VIC,5041,11522227:12861164:12890157,Royal Oak Exch via Carey,50492,12890157,0
57-VIC,4745,11519271:12861165:12889644,Langford Exch via McCallum,50827,12889644,1
7-VIC,5041,11524168:12861166:12889519,UVic via Fairfield,50896,12889519,1
14-VIC,4487,11550300:12861167:12889476,UVic via Richmond,50763,12889476,0
25-VIC,5040,11508633:12861169:12889143,Maplewood via Cook North,50417,12889143,0
25-VIC,5075,11508633:12861169:12889529,Maplewood via Cook North,50417,12889529,0
25-VIC,5076,11508633:12861169:12890002,Maplewood via Cook North,50417,12890002,0
83-VIC,5078,11610580:12861170:12891216,Sidney via West Saanich,50488,12891216,0
28-VIC,4737,11375422:12861171:12890244,Downtown via Shelbourne,50654,12890244,1
28-VIC,5066,11375422:12861171:12890292,Downtown via Shelbourne,50654,12890292,1
28-VIC,4744,11375422:12861171:12891453,Downtown via Shelbourne,50654,12891453,1
54-VIC,5036,11507358:12861172:12889507,Langford Exch via Royal Bay,50415,12889507,0
54-VIC,5040,11507358:12861172:12889892,Langford Exch via Royal Bay,50415,12889892,0
58-VIC,4737,11546112:12861174:12891583,Goldstream Meadows via Westhills,50589,12891583,1
26-VIC,5066,11281669:12861175:12888488,UVic via Tillicum/McKenzie,50455,12888488,0
26-VIC,4744,11281669:12861175:12890290,UVic via Tillicum/McKenzie,50455,12890290,0
26-VIC,4737,11281669:12861175:12891062,UVic via Tillicum/McKenzie,50455,12891062,0
15-VIC,4745,11518824:12861176:12889364,Esquimalt - Fort/Yates Express,50575,12889364,1
14-VIC,5041,11523135:12861177:12889281,UVic via Richmond,50763,12889281,0
15-VIC,5072,11379202:12861178:12890123,UVic - Fort/Foul Bay Express,50450,12890123,0
95-VIC,5079,11665417:12861181:12889170,Blink - to Downtown,50864,12889170,0
72-VIC,5041,11521465:12861182:12888808,Swartz Bay Ferry via Saanichton,50733,12888808,0
95-VIC,4487,11549142:12861183:12891123,Blink - to Downtown,50864,12891123,0
3-VIC,5041,11564323:12861184:12889264,James Bay,50547,12889264,0
3-VIC,5070,11551988:12861185:12890784,Royal Jubilee,50688,12890784,1
5-VIC,5072,11275887:12861186:12889465,James Bay - Fisherman's Wharf,50815,12889465,1
70-VIC,4487,11548946:12861190:12890727,Swartz Bay Ferry via Hwy 17,50796,12890727,0
15-VIC,5070,11379018:12861191:12889160,UVic - Fort/Foul Bay Express,50450,12889160,0
14-VIC,4737,11375488:12861192:12890244,to Downtown only,50808,12890244,1
14-VIC,5066,11375488:12861192:12890292,to Downtown only,50808,12890292,1
14-VIC,4744,11375488:12861192:12891453,to Downtown only,50808,12891453,1
11-VIC,4487,11549510:12861193:12891140,Tillicum Ctr via Gorge,50831,12891140,1
21N-VIC,5041,11524146:12861194:12890003,Night Rte to Camosun via Strawberry Vale,50541,12890003,0
26-VIC,5041,11523383:12861195:12891173,UVic via Tillicum/McKenzie,50455,12891173,0
4-VIC,4487,11549470:12861197:12890037,UVic via Hillside,50582,12890037,0
95-VIC,4745,11555310:12861198:12890503,Blink - to Langford,50730,12890503,1
4-VIC,5078,11609481:12861199:12888969,UVic via Hillside,50582,12888969,0
95-VIC,5066,11280335:12861200:12888979,Blink - to Downtown,50864,12888979,0
95-VIC,4744,11280335:12861200:12889224,Blink - to Downtown,50864,12889224,0
95-VIC,4737,11280335:12861200:12891585,Blink - to Downtown,50864,12891585,0
88-VIC,5041,11523929:12861201:12888842,Airport - via Industrial,50899,12888842,1
6-VIC,5079,11665599:12861202:12890820,Downtown via Royal Oak Ctr,50897,12890820,1
52-VIC,5072,11553242:12861203:12888796,Colwood Exch via Royal Bay,50902,12888796,0
26-VIC,5078,11610296:12861204:12888636,Dockyard via McKenzie/Tillicum,50916,12888636,1
49-VIC,5078,11610541:12861205:12888782,Skirt Mountain via Florence Lake,50647,12888782,0
27-VIC,5066,11375324:12861206:12889633,Gordon Head via Shelbourne,50719,12889633,0
27-VIC,4737,11375324:12861206:12890640,Gordon Head via Shelbourne,50719,12890640,0
27-VIC,4744,11375324:12861206:12891344,Gordon Head via Shelbourne,50719,12891344,0
11-VIC,5041,11522145:12861207:12888704,UVic via Uplands,50723,12888704,0
61-VIC,4744,11305052:12861208:12888924,Langford Exch,50745,12888924,0
61-VIC,5066,11305052:12861208:12889582,Langford Exch,50745,12889582,0
61-VIC,4737,11305052:12861208:12890797,Langford Exch,50745,12890797,0
27-VIC,4487,11549746:12861209:12890303,Gordon Head via Shelbourne,50719,12890303,0
30-VIC,5066,11302706:12861210:12889282,Royal Oak Exch via Carey,50492,12889282,0
30-VIC,4737,11302706:12861210:12891096,Royal Oak Exch via Carey,50492,12891096,0
30-VIC,4744,11302706:12861210:12891136,Royal Oak Exch via Carey,50492,12891136,0
59-VIC,5040,11507510:12861211:12889615,Langford Exch via Triangle Mtn,50568,12889615,0
59-VIC,5036,11507510:12861211:12890873,Langford Exch via Triangle Mtn,50568,12890873,0
14-VIC,4487,11550267:12861213:12890754,Vic General via Craigflower,50661,12890754,1
14-VIC,4737,11375390:12861216:12888501,Vic General via Craigflower,50661,12888501,1
14-VIC,5066,11375390:12861216:12888967,Vic General via Craigflower,50661,12888967,1
14-VIC,4744,11375390:12861216:12890753,Vic General via Craigflower,50661,12890753,1
25-VIC,4487,11550129:12861217:12889034,Tillicum Ctr via Munro,50618,12889034,1
88-VIC,5066,11544557:12861219:12889866,Sidney - via Industrial,50553,12889866,0
21-VIC,5036,11560696:12861221:12888624,Downtown - to 7 UVic,50806,12888624,1
21-VIC,5040,11560696:12861221:12890214,Downtown - to 7 UVic,50806,12890214,1
26-VIC,5041,11523358:12861222:12890281,Dockyard via McKenzie/Tillicum,50916,12890281,1
25-VIC,5078,11609975:12861223:12891556,Maplewood via Cook North,50701,12891556,0
30-VIC,5072,11304357:12861224:12889370,Downtown via Carey,50464,12889370,1
3-VIC,5041,11564254:12861225:12890440,Royal Jubilee,50688,12890440,1
60-VIC,5070,11552193:12861226:12890120,Royal Bay Exch via Lagoon,50513,12890120,1
7-VIC,5072,11553660:12861228:12888549,UVic via Fairfield,50896,12888549,1
72-VIC,4744,11283986:12861230:12888838,Downtown via Saanichton,50602,12888838,1
72-VIC,5066,11283986:12861230:12889567,Downtown via Saanichton,50602,12889567,1
72-VIC,4737,11283986:12861230:12889630,Downtown via Saanichton,50602,12889630,1
58-VIC,5078,11610519:12861231:12888545,Goldstream Meadows via Westhills,50589,12888545,1
75-VIC,5070,11303986:12861232:12890079,Downtown - Keating Industrial,50794,12890079,1
21-VIC,5036,11560868:12861233:12888645,Downtown - to 7 UVic,50474,12888645,1
21-VIC,5040,11560868:12861233:12888987,Downtown - to 7 UVic,50474,12888987,1
2-VIC,4737,11353274:12861234:12888818,James Bay - Fisherman's Wharf,50706,12888818,1
2-VIC,4744,11353274:12861234:12890011,James Bay - Fisherman's Wharf,50706,12890011,1
2-VIC,5066,11353274:12861234:12890335,James Bay - Fisherman's Wharf,50706,12890335,1
6-VIC,5040,11508223:12861235:12889259,Royal Oak Exch via Royal Oak Ctr,50590,12889259,0
6-VIC,5036,11508223:12861235:12891230,Royal Oak Exch via Royal Oak Ctr,50590,12891230,0
75-VIC,5036,11508027:12861236:12890484,Downtown - Keating Industrial,50794,12890484,1
75-VIC,5040,11508027:12861236:12891439,Downtown - Keating Industrial,50794,12891439,1
6B-VIC,5036,11508263:12861237:12890277,Downtown via Chatterton,50882,12890277,1
6B-VIC,5040,11508263:12861237:12890710,Downtown via Chatterton,50882,12890710,1
6-VIC,5066,11303334:12861238:12889110,Downtown via Royal Oak Ctr,50897,12889110,1
6-VIC,4744,11303334:12861238:12890280,Downtown via Royal Oak Ctr,50897,12890280,1
6-VIC,4737,11303334:12861238:12891048,Downtown via Royal Oak Ctr,50897,12891048,1
27-VIC,5070,11340421:12861239:12890783,Downtown via Shelbourne,50439,12890783,1
52-VIC,4744,11223223:12861240:12891248,Bear Mountain via Millstream,50854,12891248,1
14-VIC,5040,11509578:12861241:12889942,Vic General via Craigflower,50661,12889942,1
14-VIC,5036,11509578:12861241:12891615,Vic General via Craigflower,50661,12891615,1
14-VIC,5078,11610194:12861244:12890216,Vic General via Craigflower,50661,12890216,1
4-VIC,5078,11609483:12861246:12890740,UVic via Hillside,50582,12890740,0
52-VIC,5078,11610398:12861247:12888949,Bear Mountain via Millstream,50798,12888949,1
27-VIC,5036,11509783:12861248:12888445,Downtown via Shelbourne,50913,12888445,1
27-VIC,5040,11509783:12861248:12888593,Downtown via Shelbourne,50913,12888593,1
39-VIC,5041,11524061:12861249:12888632,to Royal Oak Exch only,50529,12888632,1
2-VIC,5040,11508533:12861250:12889027,James Bay - Fisherman's Wharf,50706,12889027,1
2-VIC,5036,11508533:12861250:12889369,James Bay - Fisherman's Wharf,50706,12889369,1
70X-VIC,5079,11669079:12861251:12890993,Express to Victoria,50411,12890993,1
14-VIC,4487,11550199:12861252:12889625,Vic General via Craigflower,50661,12889625,1
26-VIC,5041,11523368:12861253:12891441,Dockyard via McKenzie/Tillicum,50916,12891441,1
7-VIC,5041,11524138:12861254:12890699,Downtown - to 21 Interurban,50495,12890699,0
57-VIC,5070,11552131:12861255:12890365,Langford Exch via McCallum,50827,12890365,1
7-VIC,4487,11551045:12861256:12891059,UVic via Fairfield,50896,12891059,1
26-VIC,4737,11281651:12861257:12891160,Dockyard via McKenzie/Tillicum,50916,12891160,1
26-VIC,4744,11281651:12861257:12891349,Dockyard via McKenzie/Tillicum,50916,12891349,1
26-VIC,5066,11281651:12861257:12891412,Dockyard via McKenzie/Tillicum,50916,12891412,1
52-VIC,4745,11519126:12861258:12888985,Colwood Exch via Royal Bay,50902,12888985,0
14-VIC,5070,11378855:12861259:12891434,Vic General via Craigflower,50661,12891434,1
14-VIC,5078,11610047:12861260:12889071,UVic via Richmond,50763,12889071,0
27-VIC,4487,11549857:12861262:12890183,Downtown via Shelbourne,50439,12890183,1
52-VIC,5072,11553251:12861263:12888800,Colwood Exch via Royal Bay,50902,12888800,0
12-VIC,5078,11610619:12861264:12889145,UVic via Kenmore,50472,12889145,0
27-VIC,4745,11518522:12861265:12891693,Gordon Head via Shelbourne,50719,12891693,0
26-VIC,5079,11666469:12861266:12889743,Dockyard via McKenzie/Tillicum,50916,12889743,1
27-VIC,5079,11666067:12861267:12889350,Gordon Head via Shelbourne,50719,12889350,0
12-VIC,5041,11524122:12861268:12889823,UVic via Kenmore,50472,12889823,0
6A-VIC,5078,11609405:12861269:12888587,Downtown via Emily Carr,50842,12888587,1
4-VIC,5066,11281361:12861270:12891021,UVic via Hillside,50582,12891021,0
4-VIC,4737,11281361:12861270:12891420,UVic via Hillside,50582,12891420,0
4-VIC,4744,11281361:12861270:12891670,UVic via Hillside,50582,12891670,0
57-VIC,5040,11507267:12861271:12888683,Thetis Heights via McCallum,50695,12888683,0
57-VIC,5036,11507267:12861271:12889159,Thetis Heights via McCallum,50695,12889159,0
95-VIC,5070,11372728:12861272:12888719,Blink - to Langford,50730,12888719,1
58-VIC,4487,11550854:12861274:12890527,Goldstream Meadows via Westhills,50589,12890527,1
14-VIC,5036,11509755:12861275:12889980,Vic General via Craigflower,50661,12889980,1
14-VIC,5040,11509755:12861275:12890289,Vic General via Craigflower,50661,12890289,1
14-VIC,5078,11610120:12861276:12889995,UVic via Richmond,50763,12889995,0
14-VIC,4487,11550414:12861278:12889476,Vic General via Craigflower,50661,12889476,1
24-VIC,4487,11550158:12861279:12888640,Tillicum Ctr via Colville,50840,12888640,1
2-VIC,5036,11508515:12861280:12889571,James Bay - Fisherman's Wharf,50706,12889571,1
2-VIC,5040,11508515:12861280:12890204,James Bay - Fisherman's Wharf,50706,12890204,1
14-VIC,4487,11550178:12861283:12889894,Vic General via Craigflower,50661,12889894,1
95-VIC,4487,11549173:12861284:12890881,Blink - to Downtown,50864,12890881,0
55-VIC,4487,11550810:12861285:12890527,William Head via Happy Valley,50641,12890527,1
15-VIC,5041,11523069:12861287:12889722,Esquimalt - Fort/Yates Express,50481,12889722,1
26-VIC,5040,11510585:12861288:12889169,UVic via Tillicum/McKenzie,50455,12889169,0
26-VIC,5036,11510585:12861288:12890399,UVic via Tillicum/McKenzie,50455,12890399,0
6-VIC,5078,11609327:12861289:12891185,Royal Oak Exch via Royal Oak Ctr,50590,12891185,0
22-VIC,5041,11523515:12861290:12889041,Hillside Ctr via Hastings,50907,12889041,1
27-VIC,5066,11375204:12861291:12888579,Gordon Head via Shelbourne,50482,12888579,0
27-VIC,4737,11375204:12861291:12888722,Gordon Head via Shelbourne,50482,12888722,0
27-VIC,4744,11375204:12861291:12890905,Gordon Head via Shelbourne,50482,12890905,0
12-VIC,5041,11523994:12861293:12891593,UVic via Kenmore,50472,12891593,0
7-VIC,5066,11305203:12861294:12890437,UVic via Fairfield,50896,12890437,1
7-VIC,4737,11305203:12861294:12891107,UVic via Fairfield,50896,12891107,1
7-VIC,4744,11305203:12861294:12891552,UVic via Fairfield,50896,12891552,1
6-VIC,5078,11609430:12861297:12890380,Royal Oak Exch via Royal Oak Ctr,50590,12890380,0
27-VIC,5066,11375207:12861298:12888579,Downtown via Shelbourne,50439,12888579,1
27-VIC,4737,11375207:12861298:12888722,Downtown via Shelbourne,50439,12888722,1
27-VIC,4744,11375207:12861298:12890905,Downtown via Shelbourne,50439,12890905,1
28-VIC,5070,11340337:12861299:12888461,Majestic via Shelbourne,50497,12888461,0
11-VIC,5072,11276672:12861300:12891200,Tillicum Ctr via Gorge,50831,12891200,1
21-VIC,5078,11610801:12861303:12891653,Downtown - to 7 UVic,50474,12891653,1
28-VIC,4487,11549812:12861304:12890611,Majestic via Shelbourne,50497,12890611,0
4-VIC,5041,11521958:12861305:12888704,Downtown via Hillside,50814,12888704,1
95-VIC,4487,11549068:12861306:12890078,Blink - to Langford,50730,12890078,1
51X-VIC,5040,11510985:12861308:12889343,Westhills Exch - McKenzie Express,50531,12889343,1
51X-VIC,5036,11510985:12861308:12890614,Westhills Exch - McKenzie Express,50531,12890614,1
95-VIC,5072,11374366:12861309:12889265,Blink - to Langford,50730,12889265,1
28-VIC,5041,11522587:12861310:12888698,Downtown via Shelbourne,50507,12888698,1
76-VIC,4737,11546997:12861311:12890194,Swartz Bay Ferry Express,50866,12890194,0
40-VIC,5040,11510992:12861312:12890258,Dockyard via McKenzie/Admirals,50656,12890258,1
40-VIC,5036,11510992:12861312:12891411,Dockyard via McKenzie/Admirals,50656,12891411,1
48-VIC,4737,11303572:12861313:12888738,Downtown via Colwood,50816,12888738,0
48-VIC,5066,11303572:12861313:12889166,Downtown via Colwood,50816,12889166,0
48-VIC,4744,11303572:12861313:12889944,Downtown via Colwood,50816,12889944,0
70-VIC,5070,11302410:12861314:12890707,Downtown via Hwy 17,50550,12890707,1
28-VIC,4745,11518605:12861316:12889912,Downtown via Shelbourne,50654,12889912,1
6-VIC,5041,11522837:12861317:12888680,Royal Oak Exch via Royal Oak Ctr,50590,12888680,0
26-VIC,4744,11281629:12861318:12889366,UVic via Tillicum/McKenzie,50455,12889366,0
26-VIC,5066,11281629:12861318:12889919,UVic via Tillicum/McKenzie,50455,12889919,0
26-VIC,4737,11281629:12861318:12891732,UVic via Tillicum/McKenzie,50455,12891732,0
26-VIC,4487,11550436:12861319:12889735,Dockyard via McKenzie/Tillicum,50916,12889735,1
52-VIC,4744,11223294:12861320:12889278,Colwood Exch via Royal Bay,50902,12889278,0
21-VIC,5078,11610614:12861322:12889569,Downtown - to 7 UVic,50474,12889569,1
26-VIC,4487,11550542:12861324:12890947,UVic via Tillicum/McKenzie,50455,12890947,0
3-VIC,4487,11550737:12861326:12889077,James Bay,50547,12889077,0
4-VIC,4745,11518206:12861327:12891709,Downtown via Hillside,50814,12891709,1
61-VIC,5070,11374160:12861328:12890336,Sooke - Grant & W Coast,50579,12890336,1
8-VIC,4745,11518650:12861330:12889481,Oak Bay via Finlayson,50669,12889481,0
32-VIC,5070,11552446:12861331:12890988,Royal Oak Exch,50911,12890988,1
27-VIC,5079,11666147:12861332:12891502,Downtown via Shelbourne,50439,12891502,1
52-VIC,5072,11553259:12861333:12891584,Bear Mountain via Millstream,50854,12891584,1
75-VIC,5078,11609740:12861337:12890271,Downtown - Keating Industrial,50794,12890271,1
43-VIC,4737,11545920:12861339:12891481,Belmont Park - Royal Roads,50668,12891481,0
28-VIC,5041,11522497:12861340:12890501,Majestic via Shelbourne,50497,12890501,0
75-VIC,5079,11666567:12861341:12889427,to Butchart Gardens only,45156,12889427,0
27-VIC,5078,11609886:12861342:12890613,Downtown via Shelbourne,50439,12890613,1
26-VIC,4745,11519025:12861343:12890777,Dockyard via McKenzie/Tillicum,50916,12890777,1
72-VIC,5079,11665223:12861344:12889814,Swartz Bay Ferry via Saanichton,50733,12889814,0
21-VIC,5072,11553671:12861345:12889712,Downtown - to 7 UVic,50474,12889712,1
14-VIC,5078,11610111:12861346:12891442,UVic via Richmond,50763,12891442,0
30-VIC,5040,11508072:12861347:12891042,Downtown via Carey,50464,12891042,1
30-VIC,5036,11508072:12861347:12891351,Downtown via Carey,50464,12891351,1
26-VIC,5041,11523394:12861349:12890281,UVic via Tillicum/McKenzie,50455,12890281,0
52-VIC,4744,11223228:12861350:12889181,Colwood Exch via Royal Bay,50902,12889181,0
4-VIC,5040,11510276:12861351:12888928,Downtown via Hillside,50814,12888928,1
4-VIC,5036,11510276:12861351:12890590,Downtown via Hillside,50814,12890590,1
7N-VIC,5078,11610859:12861352:12890443,UVic via Cook St Village,50655,12890443,1
24-VIC,5072,11349406:12861354:12889597,Cedar Hill via Cook North,50721,12889597,0
32-VIC,5072,11553633:12861356:12888430,Cordova Bay,50646,12888430,0
21-VIC,5079,11667029:12861357:12888588,Interurban to Viaduct Loop,50645,12888588,0
95-VIC,5070,11372704:12861358:12888719,Blink - to Langford,50730,12888719,1
83-VIC,5066,11544564:12861359:12890160,Sidney via West Saanich,50488,12890160,0
75-VIC,5072,11304359:12861360:12889773,Downtown - Keating Industrial,50794,12889773,1
15-VIC,5070,11379007:12861361:12891282,Esquimalt - Fort/Yates Express,50575,12891282,1
26-VIC,5036,11510574:12861362:12890932,UVic via Tillicum/McKenzie,50455,12890932,0
26-VIC,5040,11510574:12861362:12891389,UVic via Tillicum/McKenzie,50455,12891389,0
70-VIC,5040,11559413:12861364:12888596,Swartz Bay Ferry via Hwy 17,50796,12888596,0
