route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
3-VIC,4745,11519095:11406470:12889850,to Downtown only,21597,12889850,0
64-VIC,4744,11243294:11408265:12891032,East Sooke,19146,12891032,0
53-VIC,4744,11243557:11408300:12890566,Vic General via Atkins,45340,12890566,0
25-VIC,5070,11348128:11408814:12888462,to Downtown only,45235,12888462,0
27-VIC,4744,11375501:11410746:12889239,to McKenzie only via Shelbourne,19182,12889239,1
27-VIC,5066,11375501:11410746:12890721,to McKenzie only via Shelbourne,19182,12890721,1
27-VIC,4737,11375501:11410746:12891694,to McKenzie only via Shelbourne,19182,12891694,1
52-VIC,4744,11223279:11412117:12890422,Langford Exch via Royal Bay,39925,12890422,1
53-VIC,4745,11519179:11413258:12888980,Vic General via Atkins,45034,12888980,0
22-VIC,4487,11550666:11414376:12889452,to Downtown only via Hastings,19316,12889452,1
27-VIC,5070,11340469:11415072:12889433,to Hillside only via Shelbourne,45400,12889433,1
53-VIC,4487,11550776:11415256:12891642,Vic General via Atkins,45034,12891642,0
61-VIC,4744,11304997:11415727:12888443,Sooke - to Town Centre only,45240,12888443,1
61-VIC,5066,11304997:11415727:12889176,Sooke - to Town Centre only,45240,12889176,1
61-VIC,4737,11304997:11415727:12890894,Sooke - to Town Centre only,45240,12890894,1
53-VIC,4487,11550772:11415833:12890206,Vic General via Atkins,45340,12890206,0
53-VIC,4487,11550773:11415927:12891650,Vic General via Atkins,45340,12891650,0
28-VIC,5070,11340468:11416053:12890407,to Hillside only via Shelbourne,44882,12890407,1
53-VIC,4744,11243481:11417760:12890807,Vic General via Atkins,45034,12890807,0
53-VIC,4745,11519300:11418146:12889387,Vic General via Atkins,45340,12889387,0
3-VIC,4744,11223090:11418636:12889779,to Downtown only,21597,12889779,0
53-VIC,4744,11243483:11419307:12890807,Vic General via Atkins,45340,12890807,0
53-VIC,4745,11519213:11419552:12889967,Vic General via Atkins,45340,12889967,0
64-VIC,4744,11243446:11420071:12890912,East Sooke,19172,12890912,0
52-VIC,4744,11223298:11422150:12888873,Langford Exch via Royal Bay,40066,12888873,1
25-VIC,5066,11385138:11422224:12888488,to Downtown only,45235,12888488,0
25-VIC,4744,11385138:11422224:12890290,to Downtown only,45235,12890290,0
25-VIC,4737,11385138:11422224:12891062,to Downtown only,45235,12891062,0
28-VIC,4737,11375504:11422620:12889621,to McKenzie only via Shelbourne,36384,12889621,1
28-VIC,4744,11375504:11422620:12889673,to McKenzie only via Shelbourne,36384,12889673,1
28-VIC,5066,11375504:11422620:12890093,to McKenzie only via Shelbourne,36384,12890093,1
61-VIC,4737,11305004:11424769:12889862,Sooke - to Town Centre only,45240,12889862,1
61-VIC,4744,11305004:11424769:12890198,Sooke - to Town Centre only,45240,12890198,1
61-VIC,5066,11305004:11424769:12890940,Sooke - to Town Centre only,45240,12890940,1
22-VIC,5066,11303717:11426228:12889245,to Downtown only,36467,12889245,0
22-VIC,4744,11303717:11426228:12889414,to Downtown only,36467,12889414,0
22-VIC,4737,11303717:11426228:12891409,to Downtown only,36467,12891409,0
22A-VIC,4737,11303598:11426697:12889263,to Downtown only via Strawberry Vale,39955,12889263,1
22A-VIC,4949,11303598:11426697:12891143,to Downtown only via Strawberry Vale,39955,12891143,1
22-VIC,4487,11550635:11428149:12888930,to Downtown only,36467,12888930,0
53-VIC,4744,11243510:11428456:12890566,Vic General via Atkins,45340,12890566,0
52-VIC,4487,11550638:11428474:12889289,Langford Exch via Royal Bay,39925,12889289,1
27-VIC,4737,11375534:11428876:12890244,to Hillside only via Shelbourne,45400,12890244,1
27-VIC,4745,11518636:11428957:12888825,to Hillside only via Shelbourne,45400,12888825,1
64-VIC,4744,11243425:11429198:12890566,East Sooke,18532,12890566,0
53-VIC,4487,11550778:11429450:12891686,Vic General via Atkins,45340,12891686,0
28-VIC,4737,11375527:11430875:12888489,to Hillside only via Shelbourne,44882,12888489,1
27-VIC,5072,11340661:11431508:12890352,to Hillside only via Shelbourne,45400,12890352,1
53-VIC,4487,11550774:11432060:12890236,Vic General via Atkins,45340,12890236,0
53-VIC,4745,11519235:11432293:12888980,Vic General via Atkins,45340,12888980,0
52-VIC,4744,11557449:11432768:12890781,Langford Exch via Royal Bay,40066,12890781,1
53-VIC,4744,11243342:11435596:12890725,Vic General via Atkins,45034,12890725,0
22-VIC,4737,11303681:11436015:12888436,to Downtown only,36467,12888436,0
22-VIC,4744,11303681:11436015:12889943,to Downtown only,36467,12889943,0
22-VIC,5066,11303681:11436015:12891237,to Downtown only,36467,12891237,0
28-VIC,5070,11340466:11437095:12890934,to Hillside only via Shelbourne,44882,12890934,1
8-VIC,4744,11359295:11438390:12889234,to Hillside only,44971,12889234,0
8-VIC,5066,11359295:11438390:12891243,to Hillside only,44971,12891243,0
8-VIC,4737,11359295:11438390:12891669,to Hillside only,44971,12891669,0
10-VIC,4745,11519089:11438499:12890446,to Vic West only,18668,12890446,1
28-VIC,4737,11375536:11439012:12891362,to Hillside only via Shelbourne,44882,12891362,1
61-VIC,5066,11305026:11439232:12888447,Sooke - to Town Centre only,45240,12888447,1
61-VIC,4744,11305026:11439232:12889165,Sooke - to Town Centre only,45240,12889165,1
61-VIC,4737,11305026:11439232:12890856,Sooke - to Town Centre only,45240,12890856,1
27-VIC,5070,11340467:11439960:12889223,to Hillside only via Shelbourne,45400,12889223,1
22-VIC,4487,11550668:11440239:12891388,to Downtown only,36467,12891388,0
31-VIC,5070,11304020:11441535:12891184,to Gorge only via Glanford,18734,12891184,1
58-VIC,4744,11243588:11441833:12890287,to Westhills Exch only,45256,12890287,1
53-VIC,4487,11550775:11442060:12891250,Vic General via Atkins,45034,12891250,0
53-VIC,4745,11519198:11442541:12891226,Vic General via Atkins,45034,12891226,0
27-VIC,4744,11375328:11442597:12888947,to McKenzie only via Shelbourne,19182,12888947,1
27-VIC,5066,11375328:11442597:12891517,to McKenzie only via Shelbourne,19182,12891517,1
27-VIC,4737,11375328:11442597:12891529,to McKenzie only via Shelbourne,19182,12891529,1
22-VIC,4744,11303699:11442711:12888421,to Downtown only via Hastings,19316,12888421,1
22-VIC,5066,11303699:11442711:12888997,to Downtown only via Hastings,19316,12888997,1
22-VIC,4737,11303699:11442711:12891706,to Downtown only via Hastings,19316,12891706,1
52-VIC,4744,11223297:11442813:12889260,Colwood Exch via Royal Bay,40296,12889260,0
17-VIC,5066,11303236:11444366:12888813,Downtown via Quadra,40308,12888813,1
17-VIC,4744,11303236:11444366:12890091,Downtown via Quadra,40308,12890091,1
17-VIC,4737,11303236:11444366:12890800,Downtown via Quadra,40308,12890800,1
64-VIC,4744,11243517:11444661:12890807,East Sooke,19146,12890807,0
27-VIC,4737,11375524:11444713:12890640,to Hillside only via Shelbourne,45400,12890640,1
53-VIC,4744,11243534:11446224:12890566,Vic General via Atkins,45340,12890566,0
53-VIC,4744,11243343:11447293:12889895,Vic General via Atkins,45034,12889895,0
31-VIC,4487,11549742:11447875:12889676,to Gorge only via Glanford,18734,12889676,1
53-VIC,4487,11550777:11448697:12891626,Vic General via Atkins,45034,12891626,0
14-VIC,4744,11375338:11449561:12889359,to Downtown only,44930,12889359,1
14-VIC,5066,11375338:11449561:12889836,to Downtown only,44930,12889836,1
14-VIC,4737,11375338:11449561:12890891,to Downtown only,44930,12890891,1
53-VIC,4744,11243485:11450102:12890807,Vic General via Atkins,45340,12890807,0
3-VIC,4487,11550757:11450666:12889077,to Downtown only,21597,12889077,0
87-VIC,4744,11303005:11451669:12890664,to Saanichton Exch only,45380,12890664,0
27-VIC,4737,11375323:11453261:12888650,to McKenzie only via Shelbourne,19182,12888650,1
27-VIC,4744,11375323:11453261:12889791,to McKenzie only via Shelbourne,19182,12889791,1
27-VIC,5066,11375323:11453261:12891540,to McKenzie only via Shelbourne,19182,12891540,1
25-VIC,4487,11550170:11454692:12890780,to Downtown only,45235,12890780,0
53-VIC,4745,11519226:11454805:12889644,Vic General via Atkins,45034,12889644,0
53-VIC,4744,11243511:11455906:12891043,Vic General via Atkins,45340,12891043,0
53-VIC,4745,11519301:11456579:12888954,Vic General via Atkins,45340,12888954,0
61-VIC,4737,11280383:11456621:12889046,Sooke - to Town Centre only,45240,12889046,1
61-VIC,4744,11280383:11456621:12890803,Sooke - to Town Centre only,45240,12890803,1
61-VIC,5066,11280383:11456621:12891510,Sooke - to Town Centre only,45240,12891510,1
81-VIC,4737,11302664:11457149:12888452,to McTavish Exch only via Lochside,45165,12888452,0
81-VIC,5066,11302664:11457149:12890266,to McTavish Exch only via Lochside,45165,12890266,0
81-VIC,4744,11302664:11457149:12890942,to McTavish Exch only via Lochside,45165,12890942,0
72-VIC,5066,11283906:11457275:12888673,to Saanichton Exch only,45017,12888673,1
72-VIC,4744,11283906:11457275:12889453,to Saanichton Exch only,45017,12889453,1
72-VIC,4737,11283906:11457275:12889656,to Saanichton Exch only,45017,12889656,1
28-VIC,5066,11375332:11457517:12888667,to McKenzie only via Shelbourne,36384,12888667,1
28-VIC,4737,11375332:11457517:12889324,to McKenzie only via Shelbourne,36384,12889324,1
28-VIC,4744,11375332:11457517:12889482,to McKenzie only via Shelbourne,36384,12889482,1
31-VIC,5066,11302833:11457677:12889467,to Gorge only via Glanford,18734,12889467,1
31-VIC,4737,11302833:11457677:12890678,to Gorge only via Glanford,18734,12890678,1
31-VIC,4744,11302833:11457677:12891431,to Gorge only via Glanford,18734,12891431,1
22A-VIC,5068,11303603:11459202:12888828,to Downtown only via Strawberry Vale,39955,12888828,1
22A-VIC,4744,11303603:11459202:12890121,to Downtown only via Strawberry Vale,39955,12890121,1
53-VIC,4744,11243463:11459223:12888857,Vic General via Atkins,45034,12888857,0
10-VIC,4737,11545797:12134084:12888946,Royal Jubilee - Detour routing,48244,12888946,0
10-VIC,4737,11545874:12134117:12891414,Royal Jubilee - Detour routing,48193,12891414,0
14-VIC,4737,11547345:12134541:12888992,to Downtown only,39809,12888992,0
10-VIC,5070,11552027:12134592:12888689,Royal Jubilee - Detour routing,48244,12888689,0
10-VIC,5066,11544073:12134768:12890890,Royal Jubilee - Detour routing,48244,12890890,0
10-VIC,4487,11550705:12134920:12891307,Royal Jubilee - Detour routing,48244,12891307,0
64-VIC,4737,11545967:12135036:12889859,East Sooke,19146,12889859,0
53-VIC,5072,11553285:12135045:12889511,Vic General via Atkins,45034,12889511,0
10-VIC,5070,11552029:12135106:12890119,Royal Jubilee - Detour routing,48244,12890119,0
10-VIC,5070,11552032:12135357:12888423,Royal Jubilee - Detour routing,48244,12888423,0
10-VIC,5066,11544095:12135508:12888740,Royal Jubilee - Detour routing,48244,12888740,0
10-VIC,4737,11545863:12135701:12891214,Royal Jubilee - Detour routing,48244,12891214,0
53-VIC,5066,11544410:12135801:12890223,Vic General via Atkins,45034,12890223,0
10-VIC,4737,11545865:12135886:12891214,Royal Jubilee - Detour routing,48244,12891214,0
10-VIC,4745,11519048:12135924:12889850,Royal Jubilee - Detour routing,48244,12889850,0
10-VIC,5072,11553154:12136005:12888844,Royal Jubilee - Detour routing,48244,12888844,0
64-VIC,4737,11546173:12136025:12890004,East Sooke,19146,12890004,0
10-VIC,5066,11544150:12136162:12889552,Royal Jubilee - Detour routing,48244,12889552,0
53-VIC,5070,11552071:12136377:12890549,Vic General via Atkins,45340,12890549,0
10-VIC,4745,11519087:12136421:12888877,Royal Jubilee - Detour routing,48244,12888877,0
10-VIC,5066,11544131:12136844:12890148,Royal Jubilee - Detour routing,48244,12890148,0
10-VIC,5066,11544137:12136870:12891581,Royal Jubilee - Detour routing,48244,12891581,0
10-VIC,4737,11545784:12136877:12891537,Royal Jubilee - Detour routing,48244,12891537,0
10-VIC,5072,11553189:12136891:12889340,Royal Jubilee - Detour routing,48244,12889340,0
14-VIC,4949,11545690:12136920:12889048,to Downtown only,39809,12889048,0
10-VIC,4487,11550674:12137135:12891697,Royal Jubilee - Detour routing,48244,12891697,0
64-VIC,4737,11546081:12137232:12890941,East Sooke,18532,12890941,0
10-VIC,5072,11553151:12137237:12891372,Royal Jubilee - Detour routing,48244,12891372,0
52-VIC,4737,11545956:12137278:12889469,Langford Exch via Royal Bay,40066,12889469,1
10-VIC,5072,11553164:12137308:12889768,Royal Jubilee - Detour routing,48244,12889768,0
10-VIC,5066,11544069:12137458:12888740,Royal Jubilee - Detour routing,48244,12888740,0
53-VIC,5070,11552075:12137626:12889599,Vic General via Atkins,45034,12889599,0
10-VIC,5070,11551973:12137639:12888665,Royal Jubilee - Detour routing,48244,12888665,0
10-VIC,4487,11550688:12137678:12888729,Royal Jubilee - Detour routing,48244,12888729,0
22-VIC,5070,11551967:12137713:12891685,to Downtown only,36467,12891685,0
53-VIC,5072,11553341:12137756:12888950,Vic General via Atkins,45340,12888950,0
52-VIC,5066,11544232:12137843:12891724,Langford Exch via Royal Bay,39925,12891724,1
10-VIC,5070,11552015:12137945:12890119,Royal Jubilee - Detour routing,48244,12890119,0
53-VIC,4737,11546015:12137993:12889984,Vic General via Atkins,45034,12889984,0
10-VIC,4487,11550724:12138224:12890668,Royal Jubilee - Detour routing,48244,12890668,0
10-VIC,5066,11544075:12138297:12888480,Royal Jubilee - Detour routing,48244,12888480,0
10-VIC,4737,11545778:12138528:12888946,Royal Jubilee - Detour routing,48244,12888946,0
52-VIC,5066,11544249:12138599:12889509,Langford Exch via Royal Bay,40066,12889509,1
10-VIC,4737,11545864:12138605:12891214,Royal Jubilee - Detour routing,48244,12891214,0
10-VIC,5072,11553215:12138760:12890498,Royal Jubilee - Detour routing,48244,12890498,0
53-VIC,5066,11544432:12138879:12891310,Vic General via Atkins,45340,12891310,0
53-VIC,5066,11544502:12138959:12890547,Vic General via Atkins,45340,12890547,0
58-VIC,4737,11546242:12138974:12889478,to Westhills Exch only,45256,12889478,1
10-VIC,5066,11544153:12139363:12889552,Royal Jubilee - Detour routing,48244,12889552,0
10-VIC,5070,11552008:12139694:12890179,Royal Jubilee - Detour routing,48244,12890179,0
10-VIC,4737,11545788:12139695:12888946,Royal Jubilee - Detour routing,48244,12888946,0
10-VIC,4487,11550733:12139710:12889077,Royal Jubilee - Detour routing,48244,12889077,0
10-VIC,5070,11552004:12139843:12890179,Royal Jubilee - Detour routing,48244,12890179,0
10-VIC,5070,11551975:12140026:12888665,Royal Jubilee - Detour routing,48244,12888665,0
10-VIC,5072,11553161:12140070:12889768,Royal Jubilee - Detour routing,48244,12889768,0
53-VIC,5072,11553319:12140118:12891240,Vic General via Atkins,45340,12891240,0
3-VIC,5070,11552056:12140129:12888423,to Downtown only,21597,12888423,0
10-VIC,5066,11544079:12140144:12888740,Royal Jubilee - Detour routing,48244,12888740,0
10-VIC,5066,11544147:12140486:12889255,Royal Jubilee - Detour routing,48244,12889255,0
10-VIC,5072,11553195:12140549:12891372,to Vic West only,18668,12891372,1
64-VIC,5066,11544393:12140713:12891457,East Sooke,19172,12891457,0
10-VIC,4745,11519055:12140764:12890900,Royal Jubilee - Detour routing,48244,12890900,0
10-VIC,5072,11553193:12140790:12889340,Royal Jubilee - Detour routing,48244,12889340,0
53-VIC,4737,11546166:12140823:12890941,Vic General via Atkins,45340,12890941,0
87-VIC,5066,11544560:12140925:12891427,to Saanichton Exch only,45380,12891427,0
10-VIC,4737,11545856:12140939:12891414,Royal Jubilee - Detour routing,48244,12891414,0
10-VIC,4745,11519092:12141008:12890446,Royal Jubilee - Detour routing,48244,12890446,0
10-VIC,4737,11545819:12141139:12891616,Royal Jubilee - Detour routing,48244,12891616,0
10-VIC,4745,11519084:12141185:12888877,Royal Jubilee - Detour routing,48244,12888877,0
53-VIC,5070,11552074:12141199:12890704,Vic General via Atkins,45034,12890704,0
3-VIC,4737,11545774:12141319:12889221,to Downtown only,21597,12889221,0
87-VIC,4737,11546269:12141331:12891394,to Saanichton Exch only,45380,12891394,0
10-VIC,4487,11550728:12141578:12891219,Royal Jubilee - Detour routing,48244,12891219,0
10-VIC,5066,11544148:12141619:12889552,Royal Jubilee - Detour routing,48244,12889552,0
10-VIC,5072,11553196:12141643:12889340,Royal Jubilee - Detour routing,48244,12889340,0
22-VIC,5070,11551965:12141676:12888780,to Downtown only via Hastings,19316,12888780,1
10-VIC,4487,11550744:12141758:12890668,Royal Jubilee - Detour routing,48244,12890668,0
10-VIC,4737,11545859:12141764:12891214,Royal Jubilee - Detour routing,48244,12891214,0
10-VIC,5066,11544156:12141806:12889552,Royal Jubilee - Detour routing,48244,12889552,0
53-VIC,5070,11552072:12141929:12890755,Vic General via Atkins,45340,12890755,0
10-VIC,4737,11545862:12142106:12891214,Royal Jubilee - Detour routing,48244,12891214,0
10-VIC,4737,11545846:12142129:12888634,Royal Jubilee - Detour routing,48244,12888634,0
10-VIC,4737,11545870:12142283:12891414,Royal Jubilee - Detour routing,48244,12891414,0
53-VIC,4737,11546167:12142720:12889603,Vic General via Atkins,45340,12889603,0
53-VIC,5070,11552076:12142854:12888978,Vic General via Atkins,45034,12888978,0
10-VIC,4737,11545857:12142861:12891214,Royal Jubilee - Detour routing,48244,12891214,0
10-VIC,4487,11550676:12143052:12891697,Royal Jubilee - Detour routing,48244,12891697,0
10-VIC,5066,11544110:12143203:12889996,Royal Jubilee - Detour routing,48244,12889996,0
52-VIC,4737,11545941:12143223:12889790,Langford Exch via Royal Bay,39925,12889790,1
53-VIC,5072,11553406:12143242:12889794,Vic General via Atkins,45340,12889794,0
10-VIC,4745,11519063:12143253:12889535,Royal Jubilee - Detour routing,48244,12889535,0
10-VIC,5066,11544155:12143296:12889552,Royal Jubilee - Detour routing,48244,12889552,0
10-VIC,5072,11553190:12143418:12889340,Royal Jubilee - Detour routing,48244,12889340,0
10-VIC,4745,11519058:12143432:12890900,Royal Jubilee - Detour routing,48244,12890900,0
3-VIC,5072,11553201:12143677:12888844,to Downtown only,21597,12888844,0
14-VIC,4949,11545685:12143689:12889557,to Downtown only,39809,12889557,0
53-VIC,4737,11546016:12143702:12890027,Vic General via Atkins,45034,12890027,0
10-VIC,4737,11545810:12143956:12889221,Royal Jubilee - Detour routing,48244,12889221,0
10-VIC,4745,11519049:12144947:12891533,Royal Jubilee - Detour routing,48244,12891533,0
10-VIC,4745,11519106:12145570:12891298,Royal Jubilee - Detour routing,48244,12891298,0
10-VIC,5072,11553169:12145841:12889014,Royal Jubilee - Detour routing,48244,12889014,0
52-VIC,4737,11545955:12146081:12889320,Colwood Exch via Royal Bay,40296,12889320,0
53-VIC,5066,11544307:12146109:12889306,Vic General via Atkins,45034,12889306,0
3-VIC,5066,11544065:12146114:12890247,to Downtown only,21597,12890247,0
10-VIC,5070,11552023:12146153:12889949,Royal Jubilee - Detour routing,48244,12889949,0
10-VIC,5066,11544154:12146192:12889552,Royal Jubilee - Detour routing,48244,12889552,0
53-VIC,4737,11546119:12146318:12891666,Vic General via Atkins,45034,12891666,0
53-VIC,5066,11544481:12146364:12890547,Vic General via Atkins,45340,12890547,0
10-VIC,4487,11550697:12146413:12891697,Royal Jubilee - Detour routing,48244,12891697,0
10-VIC,4745,11519109:12146468:12891298,Royal Jubilee - Detour routing,48244,12891298,0
53-VIC,5066,11544457:12147137:12890547,Vic General via Atkins,45340,12890547,0
10-VIC,5072,11553198:12147185:12891372,Royal Jubilee - Detour routing,48244,12891372,0
10-VIC,4487,11550716:12147270:12889917,Royal Jubilee - Detour routing,48244,12889917,0
53-VIC,4737,11546211:12147339:12890941,Vic General via Atkins,45340,12890941,0
10-VIC,4487,11550709:12147428:12891307,Royal Jubilee - Detour routing,48244,12891307,0
10-VIC,4745,11519045:12147447:12890446,Royal Jubilee - Detour routing,48244,12890446,0
52-VIC,5066,11544248:12147472:12889237,Colwood Exch via Royal Bay,40296,12889237,0
22-VIC,5070,11551934:12147591:12889764,to Downtown only,36467,12889764,0
53-VIC,5072,11553304:12147611:12891419,Vic General via Atkins,45034,12891419,0
10-VIC,5066,11544161:12147761:12889255,Royal Jubilee - Detour routing,48244,12889255,0
53-VIC,5066,11544430:12147899:12891310,Vic General via Atkins,45340,12891310,0
10-VIC,5070,11552043:12148522:12889949,Royal Jubilee - Detour routing,48244,12889949,0
53-VIC,5072,11553407:12148562:12890401,Vic General via Atkins,45340,12890401,0
10-VIC,5070,11551996:12148695:12888665,Royal Jubilee - Detour routing,48244,12888665,0
53-VIC,5066,11544428:12148722:12891310,Vic General via Atkins,45034,12891310,0
53-VIC,4737,11546190:12148746:12890941,Vic General via Atkins,45340,12890941,0
53-VIC,5070,11552073:12148908:12890365,Vic General via Atkins,45340,12890365,0
64-VIC,4737,11546102:12149044:12889318,East Sooke,19172,12889318,0
10-VIC,5070,11552013:12149095:12890179,Royal Jubilee - Detour routing,48244,12890179,0
64-VIC,5066,11544372:12149116:12890547,East Sooke,18532,12890547,0
10-VIC,5066,11544129:12149142:12889996,Royal Jubilee - Detour routing,48244,12889996,0
10-VIC,5072,11553155:12149183:12889014,Royal Jubilee - Detour routing,48244,12889014,0
52-VIC,5066,11545361:12149241:12889991,Langford Exch via Royal Bay,40066,12889991,1
10-VIC,4487,11550714:12149567:12891307,Royal Jubilee - Detour routing,48244,12891307,0
53-VIC,4737,11546137:12149686:12890004,Vic General via Atkins,45034,12890004,0
14-VIC,4737,11547340:12149799:12889789,to Downtown only,39809,12889789,0
10-VIC,4737,11545782:12149839:12890322,Royal Jubilee - Detour routing,48244,12890322,0
10-VIC,4745,11519083:12149894:12888877,Royal Jubilee - Detour routing,48244,12888877,0
53-VIC,5072,11553332:12150052:12889418,Vic General via Atkins,45034,12889418,0
53-VIC,5070,11552077:12150130:12889599,Vic General via Atkins,45340,12889599,0
53-VIC,5066,11544458:12150263:12889690,Vic General via Atkins,45340,12889690,0
10-VIC,5066,11544101:12150712:12890247,Royal Jubilee - Detour routing,48244,12890247,0
10-VIC,4737,11545804:12150868:12888946,Royal Jubilee - Detour routing,48244,12888946,0
10-VIC,5066,11544165:12150976:12889255,Royal Jubilee - Detour routing,48193,12889255,0
10-VIC,5066,11544088:12151046:12888740,Royal Jubilee - Detour routing,48244,12888740,0
10-VIC,4737,11545838:12151157:12891616,Royal Jubilee - Detour routing,48244,12891616,0
10-VIC,4737,11545840:12151215:12889651,Royal Jubilee - Detour routing,48244,12889651,0
10-VIC,4745,11519090:12151227:12888877,Royal Jubilee - Detour routing,48244,12888877,0
53-VIC,4737,11546139:12151232:12890004,Vic General via Atkins,45340,12890004,0
53-VIC,5066,11544306:12151462:12891429,Vic General via Atkins,45034,12891429,0
64-VIC,5066,11544464:12151744:12891310,East Sooke,19146,12891310,0
10-VIC,5072,11553212:12152058:12890498,Royal Jubilee - Detour routing,48244,12890498,0
53-VIC,4737,11546141:12152260:12890004,Vic General via Atkins,45340,12890004,0
52-VIC,5070,11551937:12152322:12890369,Langford Exch via Royal Bay,39925,12890369,1
58-VIC,5066,11544533:12152491:12891316,to Westhills Exch only,45256,12891316,1
64-VIC,5066,11544258:12152637:12891005,East Sooke,19146,12891005,0
10-VIC,4487,11550730:12153022:12889917,Royal Jubilee - Detour routing,48244,12889917,0
10-VIC,5070,11551987:12153152:12890784,Royal Jubilee - Detour routing,48244,12890784,0
88-VIC,5079,11666814:12859304:12890667,Airport - via Industrial,50899,12890667,1
72-VIC,4487,11549006:12859305:12890785,Downtown via Saanichton,50602,12890785,1
52-VIC,5036,11507234:12859307:12889468,Bear Mountain via Millstream,50798,12889468,1
52-VIC,5040,11507234:12859307:12891554,Bear Mountain via Millstream,50798,12891554,1
60-VIC,5079,11666642:12859308:12888777,Royal Bay Exch via Lagoon,50513,12888777,1
72-VIC,5070,11302409:12859309:12891577,Downtown via Saanichton,50602,12891577,1
61-VIC,5072,11374494:12859310:12891156,Langford Exch,50745,12891156,0
59-VIC,5036,11507520:12859311:12889877,Royal Bay Exch via Triangle Mtn,50663,12889877,1
59-VIC,5040,11507520:12859311:12891339,Royal Bay Exch via Triangle Mtn,50663,12891339,1
4-VIC,5040,11510326:12859312:12890072,Downtown via Hillside,50814,12890072,1
4-VIC,5036,11510326:12859312:12891278,Downtown via Hillside,50814,12891278,1
2-VIC,5072,11275878:12859314:12888446,James Bay - Fisherman's Wharf,50706,12888446,1
49-VIC,4487,11550770:12859315:12891686,Langford Exch via Florence Lake,50874,12891686,1
52-VIC,5036,11507255:12859317:12891022,Bear Mountain via Millstream,50798,12891022,1
52-VIC,5040,11507255:12859317:12891124,Bear Mountain via Millstream,50798,12891124,1
49-VIC,5066,11544219:12859318:12890782,Langford Exch via Florence Lake,50874,12890782,1
25-VIC,5070,11348079:12859319:12891637,Maplewood via Cook North,50701,12891637,0
12-VIC,5040,11509312:12859320:12890016,UVic via Kenmore,50472,12890016,0
12-VIC,5036,11509312:12859320:12890254,UVic via Kenmore,50472,12890254,0
72-VIC,5036,11510757:12859322:12890109,Downtown via Saanichton,50602,12890109,1
72-VIC,5040,11510757:12859322:12890284,Downtown via Saanichton,50602,12890284,1
3-VIC,5066,11544114:12859323:12890148,James Bay via Quimper Loop,50780,12890148,0
15-VIC,4745,11518715:12859324:12888417,UVic - Fort/Foul Bay Express,50450,12888417,0
57-VIC,5066,11544449:12859325:12890233,Thetis Heights via McCallum,50695,12890233,0
26-VIC,4744,11281707:12859326:12889359,Dockyard via McKenzie/Tillicum,50916,12889359,1
26-VIC,5066,11281707:12859326:12889836,Dockyard via McKenzie/Tillicum,50916,12889836,1
26-VIC,4737,11281707:12859326:12890891,Dockyard via McKenzie/Tillicum,50916,12890891,1
6-VIC,5036,11508323:12859327:12889059,Downtown via Royal Oak Ctr,50897,12889059,1
6-VIC,5040,11508323:12859327:12889189,Downtown via Royal Oak Ctr,50897,12889189,1
26-VIC,5079,11666509:12859328:12889693,Dockyard via McKenzie/Tillicum,50916,12889693,1
5-VIC,4745,11517937:12859329:12888856,Willows,50548,12888856,0
40-VIC,5072,11553651:12859330:12890702,UVic via Admirals/McKenzie,50587,12890702,0
54-VIC,5070,11552103:12859331:12889347,William Head via Metchosin,50486,12889347,1
4-VIC,5041,11522037:12859332:12888723,UVic via Hillside,50582,12888723,0
28-VIC,5040,11509700:12859333:12888920,Downtown via Shelbourne,50654,12888920,1
28-VIC,5036,11509700:12859333:12890902,Downtown via Shelbourne,50654,12890902,1
21-VIC,4745,11519499:12859334:12890637,Downtown - to 7 UVic,50474,12890637,1
95-VIC,4745,11555387:12859335:12890604,Blink - to Langford,50730,12890604,1
57-VIC,5070,11552116:12859336:12889599,Thetis Heights via McCallum,50695,12889599,0
6-VIC,5066,11303325:12859339:12889110,Royal Oak Exch via Royal Oak Ctr,50590,12889110,0
6-VIC,4744,11303325:12859339:12890280,Royal Oak Exch via Royal Oak Ctr,50590,12890280,0
6-VIC,4737,11303325:12859339:12891048,Royal Oak Exch via Royal Oak Ctr,50590,12891048,0
10-VIC,5040,11507075:12859340:12889857,Royal Jubilee - Detour routing,48244,12889857,0
10-VIC,5036,11507075:12859340:12890211,Royal Jubilee - Detour routing,48244,12890211,0
81-VIC,5036,11507950:12859341:12890277,Swartz Bay Ferry via Lochside,50650,12890277,0
81-VIC,5040,11507950:12859341:12890710,Swartz Bay Ferry via Lochside,50650,12890710,0
27-VIC,5072,11340617:12859342:12888752,Downtown via Shelbourne,50439,12888752,1
30-VIC,5066,11302659:12859345:12890341,Royal Oak Exch via Carey,50492,12890341,0
30-VIC,4744,11302659:12859345:12891067,Royal Oak Exch via Carey,50492,12891067,0
30-VIC,4737,11302659:12859345:12891618,Royal Oak Exch via Carey,50492,12891618,0
15-VIC,5036,11510460:12859346:12890745,Esquimalt - Fort/Yates Express,50481,12890745,1
15-VIC,5040,11510460:12859346:12891657,Esquimalt - Fort/Yates Express,50481,12891657,1
6-VIC,5070,11343198:12859350:12889160,Royal Oak Exch via Royal Oak Ctr,50590,12889160,0
26-VIC,5041,11523322:12859352:12891173,Dockyard via McKenzie/Tillicum,50916,12891173,1
